danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
0.7387897257292121,0.6265327925234467,0.09090909090909091,0.8994323313120888,0.0,0.07080878414568827,0.020080321285140562,0.0,0.06847612141303222,0.7233606557377048,0.40009789753391445,0.09307958233881813,0.8,0.1932247047090007,0.09302325581395349,1.0
0.41880713974749684,0.247058069645126,0.4545454545454546,0.687954242463338,0.0,0.012961971076593467,0.8744979919678715,0.8180904522613065,0.08070030042473843,0.25614754098360654,0.676658430842385,0.08626583303409865,0.6000000000000001,0.15566527436209682,0.0813953488372093,0.0
0.5309098824553767,0.4152685008946191,0.8181818181818182,0.862211327570636,0.0,0.03160149973219069,0.16164658634538154,0.0,0.0945819952346421,0.28073770491803274,0.7732506643046944,0.10303646907791131,0.8,0.21060482797048288,0.0813953488372093,1.0
0.47866782760121906,0.6485603489965946,0.0,0.8806820625295662,0.0,0.0323513658275308,0.005150602409638555,0.0,0.19403294312648917,0.29815573770491804,0.3057433219896508,0.09574922492354848,0.8,0.13851521843330997,0.058139534883720936,0.0
0.8106225511536789,0.8878597125003378,0.09090909090909091,0.9195157614071303,1.0,0.27048741296197115,0.003825301204819277,0.0,0.38775510204081637,0.7991803278688524,0.7059577642067969,0.06711716151865699,0.8,0.11724797059641906,0.06976744186046512,1.0
0.45690030474532006,0.8738421765628801,0.0,0.9355782049628005,1.0,0.06727370112479915,0.011144578313253013,0.0,0.40640215477053765,0.7551229508196721,0.7325707426227216,0.10823317773130839,0.8,0.15093716548695388,0.11627906976744186,1.0
0.5124074880278624,0.9359198357144788,0.0,0.9235582505483164,1.0,0.11301553294054632,0.01395582329317269,0.0,0.15673883766704652,0.492827868852459,0.5869365064565756,0.1364979452553117,0.8,0.09873144419466794,0.13953488372093026,0.0
0.7333478450152374,0.5224025255594749,0.18181818181818182,0.830753021115555,1.0,0.10016068559185859,0.030020080321285142,0.0,0.0945819952346421,0.37807377049180324,0.3390168290522587,0.10005820407569346,0.8,0.28247178262165007,0.09302325581395349,1.0
0.11297344362211584,0.9859824640625421,0.6363636363636364,0.9411473788328388,1.0,0.15800749866095343,0.0018373493975903615,0.014271356783919598,0.9751372630270383,0.14241803278688525,0.7887511071744906,0.13080309889764297,0.8,0.14654045865874404,0.10465116279069768,0.0
0.35350457117979983,0.7737169198667533,0.7272727272727273,0.8809615963531587,1.0,0.15800749866095343,0.09839357429718876,0.0,0.1992126799958562,0.3770491803278688,0.2287772131835345,0.13158521616477387,0.8,0.1093216255458059,0.0813953488372093,1.0
0.48410970831519384,0.37221464051528463,0.09090909090909091,0.8218724465660345,1.0,0.008355650776647027,0.4829317269076306,0.0,0.2634414171760075,0.26331967213114754,0.2741888490047085,0.09965101023969283,0.8,0.17200099326785642,0.09302325581395349,1.0
0.6288637353069222,0.8448058521210033,0.18181818181818182,0.8223240012041457,0.0,0.015961435457953938,0.39658634538152615,0.9376884422110552,0.06837252667564488,0.3729508196721311,0.464273227355368,0.18915972559594635,0.8,0.3781434814169727,0.12790697674418605,0.0
0.19895515890291685,0.0933658006165713,0.4545454545454546,0.5872790607663527,1.0,0.01585431173004821,0.751004016064257,0.2552763819095477,0.08246141096032321,0.10963114754098359,0.49540813948067697,0.11320105987744286,0.8,0.09634304127714767,0.11627906976744186,0.0
0.40901175446234217,0.9198997946430985,0.0,0.9406313163892831,0.0,0.02892340653454741,0.00676706827309237,0.0,0.14637936392831244,0.1997950819672131,0.6506514847792645,0.11497651887994706,0.8,0.15957609061838057,0.06976744186046512,1.0
0.28058336961253816,0.9909887268973484,0.09090909090909091,0.9504365028168409,1.0,0.3444027852169255,0.009056224899598394,0.00032160804020100504,0.09354604786076867,0.043442622950819666,0.8084588131089461,0.11892406949754392,0.8,0.19463400786441828,0.13953488372093026,0.0
